pack	path	name	renderers	matSlots	distinctMats	shaders	tris	boundsX	boundsY	boundsZ	childCount	gripHits	muzzleHits	childSample
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_D_Left.prefab	Laser_D_Left	1	1	1	Universal Render Pipeline/Lit	796	0.041	0.075	0.125	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_D_Right.prefab	Laser_D_Right	1	1	1	Universal Render Pipeline/Lit	796	0.041	0.075	0.125	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_E_Left.prefab	Laser_E_Left	1	1	1	Universal Render Pipeline/Lit	878	0.044	0.070	0.114	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_E_Right.prefab	Laser_E_Right	1	1	1	Universal Render Pipeline/Lit	878	0.044	0.070	0.114	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_F_Left.prefab	Laser_F_Left	1	1	1	Universal Render Pipeline/Lit	1126	0.038	0.070	0.123	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_F_Right.prefab	Laser_F_Right	1	1	1	Universal Render Pipeline/Lit	1126	0.038	0.070	0.123	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_G_Left.prefab	Laser_G_Left	1	1	1	Universal Render Pipeline/Lit	780	0.034	0.063	0.102	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_G_Right.prefab	Laser_G_Right	1	1	1	Universal Render Pipeline/Lit	780	0.034	0.063	0.102	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_H_Left.prefab	Laser_H_Left	1	1	1	Universal Render Pipeline/Lit	1406	0.042	0.065	0.134	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lasers/Laser_H_Right.prefab	Laser_H_Right	1	1	1	Universal Render Pipeline/Lit	1406	0.042	0.065	0.134	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_A_Left.prefab	Light_A_Left	2	2	1	Universal Render Pipeline/Lit	892	0.057	0.049	0.187	1	0	0	Light_A_Left_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_A_Right.prefab	Light_A_Right	2	2	1	Universal Render Pipeline/Lit	892	0.057	0.049	0.187	1	0	0	Light_A_Right_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_B_Left.prefab	Light_B_Left	2	2	1	Universal Render Pipeline/Lit	832	0.045	0.071	0.138	1	0	0	Light_B_Left_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_B_Right.prefab	Light_B_Right	2	2	1	Universal Render Pipeline/Lit	832	0.045	0.071	0.138	1	0	0	Light_B_Right_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_C_Left.prefab	Light_C_Left	1	1	1	Universal Render Pipeline/Lit	630	0.028	0.038	0.061	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_C_Right.prefab	Light_C_Right	1	1	1	Universal Render Pipeline/Lit	630	0.028	0.038	0.061	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_D_Left.prefab	Light_D_Left	1	1	1	Universal Render Pipeline/Lit	992	0.061	0.056	0.153	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_D_Right.prefab	Light_D_Right	1	1	1	Universal Render Pipeline/Lit	992	0.061	0.056	0.153	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_E_Left.prefab	Light_E_Left	1	1	1	Universal Render Pipeline/Lit	1180	0.054	0.039	0.156	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_E_Right.prefab	Light_E_Right	1	1	1	Universal Render Pipeline/Lit	1180	0.054	0.039	0.156	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_F_Left.prefab	Light_F_Left	1	1	1	Universal Render Pipeline/Lit	968	0.045	0.047	0.185	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_F_Right.prefab	Light_F_Right	1	1	1	Universal Render Pipeline/Lit	968	0.045	0.047	0.185	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_G_Left.prefab	Light_G_Left	1	1	1	Universal Render Pipeline/Lit	660	0.038	0.044	0.170	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_G_Right.prefab	Light_G_Right	1	1	1	Universal Render Pipeline/Lit	660	0.038	0.044	0.170	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_H_Left.prefab	Light_H_Left	1	1	1	Universal Render Pipeline/Lit	1254	0.042	0.045	0.153	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Accessories/Tatical Lights/Light_H_Right.prefab	Light_H_Right	1	1	1	Universal Render Pipeline/Lit	1254	0.042	0.045	0.153	0	0	0	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Brake_A.prefab	Muzzle_Brake_A	1	1	1	Universal Render Pipeline/Lit	388	0.026	0.030	0.065	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Brake_B.prefab	Muzzle_Brake_B	1	1	1	Universal Render Pipeline/Lit	300	0.030	0.035	0.060	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Brake_C.prefab	Muzzle_Brake_C	1	1	1	Universal Render Pipeline/Lit	1080	0.032	0.038	0.083	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Brake_D.prefab	Muzzle_Brake_D	1	1	1	Universal Render Pipeline/Lit	736	0.033	0.038	0.115	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Brake_E.prefab	Muzzle_Brake_E	1	1	1	Universal Render Pipeline/Lit	296	0.035	0.040	0.058	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Brake_F.prefab	Muzzle_Brake_F	1	1	1	Universal Render Pipeline/Lit	724	0.042	0.037	0.127	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Brake_G.prefab	Muzzle_Brake_G	1	1	1	Universal Render Pipeline/Lit	680	0.055	0.044	0.135	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_A.prefab	Muzzle_Flash Hider_A	1	1	1	Universal Render Pipeline/Lit	620	0.026	0.030	0.065	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_B.prefab	Muzzle_Flash Hider_B	1	1	1	Universal Render Pipeline/Lit	558	0.030	0.035	0.109	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_C.prefab	Muzzle_Flash Hider_C	1	1	1	Universal Render Pipeline/Lit	888	0.031	0.036	0.106	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_D.prefab	Muzzle_Flash Hider_D	1	1	1	Universal Render Pipeline/Lit	816	0.026	0.030	0.069	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_E.prefab	Muzzle_Flash Hider_E	1	1	1	Universal Render Pipeline/Lit	464	0.033	0.039	0.074	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_F.prefab	Muzzle_Flash Hider_F	1	1	1	Universal Render Pipeline/Lit	332	0.030	0.035	0.130	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Flash Hider_G.prefab	Muzzle_Flash Hider_G	1	1	1	Universal Render Pipeline/Lit	596	0.044	0.049	0.099	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_A.prefab	Muzzle_Suppressor_A	1	1	1	Universal Render Pipeline/Lit	360	0.043	0.049	0.237	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_B.prefab	Muzzle_Suppressor_B	1	1	1	Universal Render Pipeline/Lit	460	0.051	0.058	0.267	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_C.prefab	Muzzle_Suppressor_C	1	1	1	Universal Render Pipeline/Lit	584	0.048	0.055	0.155	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_D.prefab	Muzzle_Suppressor_D	1	1	1	Universal Render Pipeline/Lit	664	0.040	0.047	0.240	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_E.prefab	Muzzle_Suppressor_E	1	1	1	Universal Render Pipeline/Lit	404	0.043	0.049	0.273	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_F.prefab	Muzzle_Suppressor_F	1	1	1	Universal Render Pipeline/Lit	300	0.048	0.055	0.243	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_G.prefab	Muzzle_Suppressor_G	1	1	1	Universal Render Pipeline/Lit	852	0.045	0.053	0.275	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_H.prefab	Muzzle_Suppressor_H	1	1	1	Universal Render Pipeline/Lit	536	0.043	0.065	0.281	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles/Muzzle_Suppressor_I.prefab	Muzzle_Suppressor_I	1	1	1	Universal Render Pipeline/Lit	548	0.055	0.063	0.116	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Brake_A.prefab	Muzzle_Pistol_Brake_A	1	1	1	Universal Render Pipeline/Lit	1060	0.028	0.033	0.069	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Brake_B.prefab	Muzzle_Pistol_Brake_B	1	1	1	Universal Render Pipeline/Lit	632	0.028	0.041	0.058	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Device.prefab	Muzzle_Pistol_Device	1	1	1	Universal Render Pipeline/Lit	212	0.022	0.025	0.032	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Flash Hider_A.prefab	Muzzle_Pistol_Flash Hider_A	1	1	1	Universal Render Pipeline/Lit	416	0.028	0.033	0.075	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Flash Hider_B.prefab	Muzzle_Pistol_Flash Hider_B	1	1	1	Universal Render Pipeline/Lit	560	0.025	0.029	0.065	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Suppressor_A.prefab	Muzzle_Pistol_Suppressor_A	1	1	1	Universal Render Pipeline/Lit	2144	0.028	0.030	0.178	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Suppressor_B.prefab	Muzzle_Pistol_Suppressor_B	1	1	1	Universal Render Pipeline/Lit	594	0.030	0.045	0.210	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Pistol/Muzzle_Pistol_Suppressor_C.prefab	Muzzle_Pistol_Suppressor_C	1	1	1	Universal Render Pipeline/Lit	288	0.039	0.039	0.189	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Brake_A.prefab	Muzzle_Recon_Brake_A	1	1	1	Universal Render Pipeline/Lit	536	0.043	0.037	0.085	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Brake_B.prefab	Muzzle_Recon_Brake_B	1	1	1	Universal Render Pipeline/Lit	368	0.043	0.037	0.077	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Brake_C.prefab	Muzzle_Recon_Brake_C	1	1	1	Universal Render Pipeline/Lit	448	0.050	0.053	0.092	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Flash Hider_A.prefab	Muzzle_Recon_Flash Hider_A	1	1	1	Universal Render Pipeline/Lit	446	0.036	0.042	0.146	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Flash Hider_B.prefab	Muzzle_Recon_Flash Hider_B	1	1	1	Universal Render Pipeline/Lit	372	0.038	0.044	0.100	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Flash Hider_C.prefab	Muzzle_Recon_Flash Hider_C	1	1	1	Universal Render Pipeline/Lit	616	0.038	0.044	0.174	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Suppressor_A.prefab	Muzzle_Recon_Suppressor_A	1	1	1	Universal Render Pipeline/Lit	292	0.057	0.066	0.418	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Suppressor_B.prefab	Muzzle_Recon_Suppressor_B	1	1	1	Universal Render Pipeline/Lit	260	0.048	0.055	0.323	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_Recon/Muzzle_Recon_Suppressor_C.prefab	Muzzle_Recon_Suppressor_C	1	1	1	Universal Render Pipeline/Lit	1176	0.057	0.066	0.340	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Device_A.prefab	Muzzle_ShotGun_Device_A	1	1	1	Universal Render Pipeline/Lit	312	0.042	0.048	0.150	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Device_B.prefab	Muzzle_ShotGun_Device_B	1	1	1	Universal Render Pipeline/Lit	860	0.035	0.040	0.062	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Flash Hider_A.prefab	Muzzle_ShotGun_Flash Hider_A	1	1	1	Universal Render Pipeline/Lit	280	0.033	0.039	0.064	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Flash Hider_B.prefab	Muzzle_ShotGun_Flash Hider_B	1	1	1	Universal Render Pipeline/Lit	760	0.045	0.038	0.082	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Shoke_A.prefab	Muzzle_ShotGun_Shoke_A	1	1	1	Universal Render Pipeline/Lit	168	0.022	0.026	0.017	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Shoke_B.prefab	Muzzle_ShotGun_Shoke_B	1	1	1	Universal Render Pipeline/Lit	292	0.035	0.035	0.088	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Suppresor_A.prefab	Muzzle_ShotGun_Suppresor_A	1	1	1	Universal Render Pipeline/Lit	331	0.045	0.088	0.348	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Suppresor_B.prefab	Muzzle_ShotGun_Suppresor_B	1	1	1	Universal Render Pipeline/Lit	1500	0.045	0.084	0.318	0	0	1	
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_A.prefab	Optic_A	2	2	2	Universal Render Pipeline/Lit	1034	0.045	0.066	0.076	1	0	0	Optic_A_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_B.prefab	Optic_B	2	2	2	Universal Render Pipeline/Lit	1660	0.050	0.088	0.130	1	0	0	Optic_B_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_C.prefab	Optic_C	2	2	2	Universal Render Pipeline/Lit	2758	0.066	0.126	0.202	1	0	0	Optic_C_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_D.prefab	Optic_D	2	2	2	Universal Render Pipeline/Lit	1766	0.052	0.090	0.160	1	0	0	Optic_D_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_E.prefab	Optic_E	2	2	2	Universal Render Pipeline/Lit	858	0.060	0.086	0.088	1	0	0	Optic_E_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_F.prefab	Optic_F	2	2	2	Universal Render Pipeline/Lit	858	0.055	0.103	0.090	1	0	0	Optic_F_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_H.prefab	Optic_H	2	2	2	Universal Render Pipeline/Lit	1798	0.066	0.146	0.176	1	0	0	Optic_H_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_I.prefab	Optic_I	2	2	2	Universal Render Pipeline/Lit	1680	0.060	0.092	0.118	1	0	0	Optic_I_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_I_2.prefab	Optic_I_2	2	2	2	Universal Render Pipeline/Lit	2040	0.060	0.092	0.180	1	0	0	Optic_I_2_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_I_2_Sand.prefab	Optic_I_2_Sand	2	2	2	Universal Render Pipeline/Lit	2040	0.060	0.092	0.180	1	0	0	Optic_I_2_Sand_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_I_Sand.prefab	Optic_I_Sand	2	2	2	Universal Render Pipeline/Lit	1680	0.138	0.124	0.130	1	0	0	Optic_I_Sand_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_K.prefab	Optic_K	2	2	2	Universal Render Pipeline/Lit	2060	0.072	0.124	0.209	1	0	0	Optic_K_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_M.prefab	Optic_M	2	2	2	Universal Render Pipeline/Lit	1248	0.055	0.086	0.102	1	0	0	Optic_M_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_N.prefab	Optic_N	2	2	2	Universal Render Pipeline/Lit	2458	0.090	0.156	0.368	1	0	0	Optic_N_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_O.prefab	Optic_O	2	2	2	Universal Render Pipeline/Lit	1028	0.055	0.101	0.074	1	0	0	Optic_O_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_P.prefab	Optic_P	2	2	2	Universal Render Pipeline/Lit	924	0.055	0.082	0.070	1	0	0	Optic_P_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_Q.prefab	Optic_Q	2	2	2	Universal Render Pipeline/Lit	962	0.055	0.070	0.080	1	0	0	Optic_Q_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_R.prefab	Optic_R	2	2	2	Universal Render Pipeline/Lit	1302	0.055	0.069	0.086	1	0	0	Optic_R_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_S.prefab	Optic_S	2	2	2	Universal Render Pipeline/Lit	1284	0.059	0.104	0.168	1	0	0	Optic_S_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_T.prefab	Optic_T	2	2	2	Universal Render Pipeline/Lit	802	0.077	0.080	0.150	1	0	0	Optic_T_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_U.prefab	Optic_U	2	2	2	Universal Render Pipeline/Lit	1130	0.055	0.064	0.086	1	0	0	Optic_U_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_V.prefab	Optic_V	2	2	2	Universal Render Pipeline/Lit	2784	0.140	0.176	0.856	1	0	0	Optic_V_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_W.prefab	Optic_W	2	2	2	Universal Render Pipeline/Lit	2210	0.136	0.169	0.630	1	0	0	Optic_W_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Combo/Optic_J.prefab	Optic_J	3	3	2	Universal Render Pipeline/Lit	2128	0.064	0.135	0.195	2	0	0	Optic_j_Lens_A,Optic_j_Lens_B
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Combo/Optic_L.prefab	Optic_L	4	4	2	Universal Render Pipeline/Lit	3236	0.066	0.101	0.258	3	0	0	Optic_L_Lens,Optic_L_Part,Optic_L_Part_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Combo/Optic_L_2.prefab	Optic_L_2	4	4	2	Universal Render Pipeline/Lit	3596	0.066	0.101	0.320	3	0	0	Optic_L_2_Lens,Optic_L_2_Part,Optic_L_2_Part_Lens
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_G.prefab	Optic_G	4	4	1	Universal Render Pipeline/Lit	2416	0.057	0.063	0.044	4	0	0	Optic_G_Back,Optic_G_Back_Part,Optic_G_Forward,Optic_G_Forward_Part
MW4	Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_G_2.prefab	Optic_G_2	4	4	1	Universal Render Pipeline/Lit	2436	0.057	0.069	0.044	4	0	0	Optic_G_2_Back,Optic_G_2_Back_Part,Optic_G_2_Forward,Optic_G_2_Forward_Part
