sourceAssetPath,sourcePack,observedModelIdentity,bucket,reason,proposedWeaponFamily,handedness,likelyFireMode,visualDistinctness,variantGroup,materialCount,rendererCount,geometryEstimate,boundsX,boundsY,boundsZ,longestAxis,gripAvailability,muzzleAvailability,toonCompatibility,shaders,recommendedDisposition,evidenceReference
Assets/Low Poly Weapon Series V 4/Prefabs/New/Weapons/Launcher_G.prefab,SeriesV4,Launcher_G,LaterSpecialFamily,launcher — FireMode.Projectile does not exist,Launcher,two-handed,,,,10,10,11038,0.1475,0.3154,1.0766,1.0766,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/New/Weapons/Pistol_R.prefab,SeriesV4,Pistol_R,NeedsShaderConversion,distinct weapon body (URP Lit — needs conversion),Sidearm,one-handed,,,,7,7,5016,0.0548,0.1308,0.3925,0.3925,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/New/Weapons/ShotGun_P.prefab,SeriesV4,ShotGun_P,NeedsShaderConversion,distinct weapon body (URP Lit — needs conversion),Shotgun,two-handed,,,,9,9,6974,0.0433,0.1870,0.6580,0.6580,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/New/Weapons/Weapon_PreSet/AR_W_PreSet.prefab,SeriesV4,AR_W_PreSet,DuplicateModel,"_PreSet twin of AR_W (same body, attachments pre-fitted)",AssaultRifle,two-handed,,,AR_W,24,24,31656,0.1052,0.3147,0.6605,0.6605,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/New/Weapons/Weapon_PreSet/AR_X_PreSet.prefab,SeriesV4,AR_X_PreSet,DuplicateModel,"_PreSet twin of AR_X (same body, attachments pre-fitted)",AssaultRifle,two-handed,,,AR_X,16,16,20396,0.1002,0.2922,0.9483,0.9483,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/New/Weapons/Weapon_PreSet/Launcher_G_PreSet.prefab,SeriesV4,Launcher_G_PreSet,LaterSpecialFamily,launcher — FireMode.Projectile does not exist,,,,,,14,14,16838,0.1475,0.3154,1.0766,1.0766,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/New/Weapons/Weapon_PreSet/Pistol_R_PreSet.prefab,SeriesV4,Pistol_R_PreSet,DuplicateModel,"_PreSet twin of Pistol_R (same body, attachments pre-fitted)",Sidearm,one-handed,,,Pistol_R,11,11,8556,0.0548,0.1348,0.4150,0.4150,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/New/Weapons/Weapon_PreSet/ShotGun_P_PreSet.prefab,SeriesV4,ShotGun_P_PreSet,DuplicateModel,"_PreSet twin of ShotGun_P (same body, attachments pre-fitted)",Shotgun,two-handed,,,ShotGun_P,16,16,11926,0.0654,0.1870,0.6580,0.6580,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Rails_Pistol/Rail_Pistol_A.prefab,SeriesV4,Rail_Pistol_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,140,0.0250,0.0100,0.0565,0.0565,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Rails_Pistol/Rail_Pistol_B.prefab,SeriesV4,Rail_Pistol_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,140,0.0250,0.0100,0.0565,0.0565,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Rails_Pistol/Rail_Pistol_C.prefab,SeriesV4,Rail_Pistol_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,220,0.0250,0.0100,0.0565,0.0565,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Tatical Lasers_Pistol/Laser_Pistol_A.prefab,SeriesV4,Laser_Pistol_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,548,0.0325,0.0375,0.0850,0.0850,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Tatical Lasers_Pistol/Laser_Pistol_B.prefab,SeriesV4,Laser_Pistol_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,756,0.0425,0.0513,0.0875,0.0875,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Tatical Lasers_Pistol/Laser_Pistol_C.prefab,SeriesV4,Laser_Pistol_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,1332,0.0350,0.0518,0.0910,0.0910,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Tatical Lights_Pistol/Light_Pistol_A.prefab,SeriesV4,Light_Pistol_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,584,0.0363,0.0467,0.1650,0.1650,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Tatical Lights_Pistol/Light_Pistol_B.prefab,SeriesV4,Light_Pistol_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,544,0.0385,0.0476,0.1076,0.1076,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Accessories_Pistol/Tatical Lights_Pistol/Light_Pistol_C.prefab,SeriesV4,Light_Pistol_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Sidearm,one-handed,,,,1,1,1022,0.0375,0.0489,0.1300,0.1300,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_A/BarrelGuard_Chip_A_Down.prefab,SeriesV4,BarrelGuard_Chip_A_Down,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,372,0.0525,0.0151,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_A/BarrelGuard_Chip_A_Left.prefab,SeriesV4,BarrelGuard_Chip_A_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,372,0.0151,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_A/BarrelGuard_Chip_A_Right.prefab,SeriesV4,BarrelGuard_Chip_A_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,372,0.0151,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_A/BarrelGuard_Chip_A_Up.prefab,SeriesV4,BarrelGuard_Chip_A_Up,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,372,0.0525,0.0151,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_B/BarrelGuard_Chip_B_Down.prefab,SeriesV4,BarrelGuard_Chip_B_Down,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,744,0.0525,0.0151,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_B/BarrelGuard_Chip_B_Left.prefab,SeriesV4,BarrelGuard_Chip_B_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,744,0.0151,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_B/BarrelGuard_Chip_B_Right.prefab,SeriesV4,BarrelGuard_Chip_B_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,744,0.0151,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_B/BarrelGuard_Chip_B_Up.prefab,SeriesV4,BarrelGuard_Chip_B_Up,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,744,0.0525,0.0151,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_C/BarrelGuard_Chip_C_Down.prefab,SeriesV4,BarrelGuard_Chip_C_Down,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1252,0.0525,0.0176,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_C/BarrelGuard_Chip_C_Left.prefab,SeriesV4,BarrelGuard_Chip_C_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1252,0.0176,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_C/BarrelGuard_Chip_C_Right.prefab,SeriesV4,BarrelGuard_Chip_C_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1252,0.0176,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_C/BarrelGuard_Chip_C_Up.prefab,SeriesV4,BarrelGuard_Chip_C_Up,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1252,0.0525,0.0176,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_D/BarrelGuard_Chip_D_Down.prefab,SeriesV4,BarrelGuard_Chip_D_Down,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1650,0.0525,0.0171,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_D/BarrelGuard_Chip_D_Left.prefab,SeriesV4,BarrelGuard_Chip_D_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1650,0.0171,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_D/BarrelGuard_Chip_D_Right.prefab,SeriesV4,BarrelGuard_Chip_D_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1650,0.0171,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_D/BarrelGuard_Chip_D_Up.prefab,SeriesV4,BarrelGuard_Chip_D_Up,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1650,0.0525,0.0171,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_E/BarrelGuard_Chip_E_2_Down.prefab,SeriesV4,BarrelGuard_Chip_E_2_Down,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,684,0.0525,0.0151,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_E/BarrelGuard_Chip_E_2_Left.prefab,SeriesV4,BarrelGuard_Chip_E_2_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,684,0.0151,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_E/BarrelGuard_Chip_E_2_Right.prefab,SeriesV4,BarrelGuard_Chip_E_2_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,684,0.0151,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_E/BarrelGuard_Chip_E_2_Up.prefab,SeriesV4,BarrelGuard_Chip_E_2_Up,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,684,0.0525,0.0151,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_E/BarrelGuard_Chip_E_Down.prefab,SeriesV4,BarrelGuard_Chip_E_Down,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,484,0.0525,0.0151,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_E/BarrelGuard_Chip_E_Left.prefab,SeriesV4,BarrelGuard_Chip_E_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,484,0.0151,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_E/BarrelGuard_Chip_E_Right.prefab,SeriesV4,BarrelGuard_Chip_E_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,484,0.0151,0.0525,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Chips/BarrelGuard_Chips_E/BarrelGuard_Chip_E_Up.prefab,SeriesV4,BarrelGuard_Chip_E_Up,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,484,0.0525,0.0151,0.1500,0.1500,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Loks/BarrelGuard_Lok_A.prefab,SeriesV4,BarrelGuard_Lok_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,636,0.0140,0.0275,0.1059,0.1059,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/BarrelGuard_Loks/BarrelGuard_Lok_A_Sand.prefab,SeriesV4,BarrelGuard_Lok_A_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,636,0.0140,0.0275,0.1059,0.1059,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Equipments/Optic_Recon_Distance Measuring Equipment_A.prefab,SeriesV4,Optic_Recon_Distance Measuring Equipment_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,1164,0.0825,0.0542,0.0853,0.0853,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Equipments/Optic_Recon_Distance Measuring Equipment_B.prefab,SeriesV4,Optic_Recon_Distance Measuring Equipment_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),Marksman,two-handed,,,,1,1,1200,0.0550,0.0688,0.1105,0.1105,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/MagKits/MagKit_A.prefab,SeriesV4,MagKit_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,880,0.0625,0.1155,0.1423,0.1423,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/MagKits/MagKit_B.prefab,SeriesV4,MagKit_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,532,0.0535,0.0850,0.1135,0.1135,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rail_Risers/Rail_Riser_A.prefab,SeriesV4,Rail_Riser_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,588,0.0550,0.0337,0.1200,0.1200,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rail_Risers/Rail_Riser_B.prefab,SeriesV4,Rail_Riser_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,806,0.0550,0.0362,0.1875,0.1875,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rail_Risers/Rail_Riser_C.prefab,SeriesV4,Rail_Riser_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,988,0.0493,0.0483,0.0700,0.0700,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rail_Risers/Rail_Riser_D.prefab,SeriesV4,Rail_Riser_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1516,0.0547,0.0495,0.1875,0.1875,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Down.prefab,SeriesV4,Rail_A_Down,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Down_Sand.prefab,SeriesV4,Rail_A_Down_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Left.prefab,SeriesV4,Rail_A_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Left_Sand.prefab,SeriesV4,Rail_A_Left_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Right.prefab,SeriesV4,Rail_A_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Right_Sand.prefab,SeriesV4,Rail_A_Right_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Up.prefab,SeriesV4,Rail_A_Up,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_A/Rail_A_Up_Sand.prefab,SeriesV4,Rail_A_Up_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,184,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Down.prefab,SeriesV4,Rail_B_Down,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,328,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Down_Sand.prefab,SeriesV4,Rail_B_Down_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,328,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Left.prefab,SeriesV4,Rail_B_Left,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,328,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Left_Sand.prefab,SeriesV4,Rail_B_Left_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,328,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Right.prefab,SeriesV4,Rail_B_Right,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,328,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Right_Sand.prefab,SeriesV4,Rail_B_Right_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,328,0.0120,0.0325,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Up.prefab,SeriesV4,Rail_B_Up,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,328,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Accessories/Rails/Rails_B/Rail_B_Up_Sand.prefab,SeriesV4,Rail_B_Up_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,328,0.0325,0.0120,0.1375,0.1375,none-authored,none-authored,urp-lit,Standard,,Review/M7_1_Packs/_newpacks_scan.tsv
