runtime_key,asset_path,addressable_label,profile,use_case
"sfx.creature.burrow_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (5).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (5).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (5).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (5).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_fast.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (5).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (5).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.player.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (5).mp3","zw-audio-zombies","creature","gameplay SFX"
"library.freeweaponsounds.bgm.puppethurt.6","Assets/FreeWeaponSounds/BGM/PuppetHurt (6).mp3","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (6).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (6).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (6).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (6).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (6).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_fast.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (6).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (6).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.player.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (6).mp3","zw-audio-zombies","creature","gameplay SFX"
"library.freeweaponsounds.bgm.puppethurt.7","Assets/FreeWeaponSounds/BGM/PuppetHurt (7).mp3","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.creature.burrow_boss.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (7).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (7).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.burrow_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (7).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_heavy.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (7).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.canine_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (7).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_fast.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (7).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.creature.feline_small.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (7).mp3","zw-audio-zombies","creature","3D creature attack hurt death or movement"
"sfx.player.hurt","Assets/FreeWeaponSounds/BGM/PuppetHurt (7).mp3","zw-audio-zombies","creature","gameplay SFX"
"library.freeweaponsounds.bgm.startgame","Assets/FreeWeaponSounds/BGM/StartGame.wav","zw-audio-core","stinger","catalogued source; direct runtime use not required"
"stinger.run.start","Assets/FreeWeaponSounds/BGM/StartGame.wav","zw-audio-core","stinger","run or wave gameplay cue"
"library.freeweaponsounds.bgm.victory.1","Assets/FreeWeaponSounds/BGM/Victory (1).wav","zw-audio-core","stinger","catalogued source; direct runtime use not required"
"stinger.victory","Assets/FreeWeaponSounds/BGM/Victory (1).wav","zw-audio-core","stinger","run or wave gameplay cue"
"library.freeweaponsounds.bgm.victory.2","Assets/FreeWeaponSounds/BGM/Victory (2).wav","zw-audio-core","stinger","catalogued source; direct runtime use not required"
"stinger.victory","Assets/FreeWeaponSounds/BGM/Victory (2).wav","zw-audio-core","stinger","run or wave gameplay cue"
"library.freeweaponsounds.bgm.victory.3","Assets/FreeWeaponSounds/BGM/Victory (3).wav","zw-audio-core","stinger","catalogued source; direct runtime use not required"
"stinger.victory","Assets/FreeWeaponSounds/BGM/Victory (3).wav","zw-audio-core","stinger","run or wave gameplay cue"
"library.freeweaponsounds.bgm.victory.4","Assets/FreeWeaponSounds/BGM/Victory (4).wav","zw-audio-core","stinger","catalogued source; direct runtime use not required"
"stinger.victory","Assets/FreeWeaponSounds/BGM/Victory (4).wav","zw-audio-core","stinger","run or wave gameplay cue"
"library.freeweaponsounds.bgm.wavestart","Assets/FreeWeaponSounds/BGM/WaveStart.wav","zw-audio-core","stinger","catalogued source; direct runtime use not required"
"stinger.wave.start","Assets/FreeWeaponSounds/BGM/WaveStart.wav","zw-audio-core","stinger","run or wave gameplay cue"
"library.freeweaponsounds.grenadelauncher.01.gl.reload.breech.open","Assets/FreeWeaponSounds/GrenadeLauncher/01_GL_reload_breech_open.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.grenade.reload","Assets/FreeWeaponSounds/GrenadeLauncher/01_GL_reload_breech_open.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.grenadelauncher.02.gl.reload.empty.casing.extract","Assets/FreeWeaponSounds/GrenadeLauncher/02_GL_reload_empty_casing_extract.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.grenade.reload","Assets/FreeWeaponSounds/GrenadeLauncher/02_GL_reload_empty_casing_extract.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.grenadelauncher.03.gl.reload.projectile.insert","Assets/FreeWeaponSounds/GrenadeLauncher/03_GL_reload_projectile_insert.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.grenade.reload","Assets/FreeWeaponSounds/GrenadeLauncher/03_GL_reload_projectile_insert.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.grenadelauncher.04.gl.reload.breech.close","Assets/FreeWeaponSounds/GrenadeLauncher/04_GL_reload_breech_close.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.grenade.reload","Assets/FreeWeaponSounds/GrenadeLauncher/04_GL_reload_breech_close.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.grenadelauncher.gl.explosion","Assets/FreeWeaponSounds/GrenadeLauncher/GL_explosion.wav","zw-audio-zombies","creature","catalogued source; direct runtime use not required"
"sfx.player.bomb.explode","Assets/FreeWeaponSounds/GrenadeLauncher/GL_explosion.wav","zw-audio-zombies","creature","gameplay SFX"
"sfx.prop.barrel.explode","Assets/FreeWeaponSounds/GrenadeLauncher/GL_explosion.wav","zw-audio-zombies","creature","destructible world prop"
"library.freeweaponsounds.grenadelauncher.gl.fire","Assets/FreeWeaponSounds/GrenadeLauncher/GL_fire.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.grenade.fire","Assets/FreeWeaponSounds/GrenadeLauncher/GL_fire.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.handgun.foley.01.slide.lock.handgun.reload.1","Assets/FreeWeaponSounds/Handgun/Foley/01_slide_lock_handgun_reload_1.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.reload","Assets/FreeWeaponSounds/Handgun/Foley/01_slide_lock_handgun_reload_1.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.handgun.foley.02.drop.the.mag.handgun.reload.1","Assets/FreeWeaponSounds/Handgun/Foley/02_drop_the_mag_handgun_reload_1.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.reload","Assets/FreeWeaponSounds/Handgun/Foley/02_drop_the_mag_handgun_reload_1.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.handgun.foley.03.insert.the.mag.handgun.reload.1","Assets/FreeWeaponSounds/Handgun/Foley/03_insert_the_mag_handgun_reload_1.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.reload","Assets/FreeWeaponSounds/Handgun/Foley/03_insert_the_mag_handgun_reload_1.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.handgun.foley.04.slide.release.handgun.reload.1","Assets/FreeWeaponSounds/Handgun/Foley/04_slide_release_handgun_reload_1.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.reload","Assets/FreeWeaponSounds/Handgun/Foley/04_slide_release_handgun_reload_1.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.handgun.foley.handgun.weapon.equip","Assets/FreeWeaponSounds/Handgun/Foley/handgun_weapon_equip.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.equip","Assets/FreeWeaponSounds/Handgun/Foley/handgun_weapon_equip.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.handgun.gunshots.handgun.gunshot.01","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_gunshot_01.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.fire","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_gunshot_01.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.handgun.gunshots.handgun.gunshot.02","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_gunshot_02.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.fire","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_gunshot_02.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.handgun.gunshots.handgun.gunshot.03","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_gunshot_03.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.fire","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_gunshot_03.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.handgun.gunshots.handgun.sil.gunshot.01","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_sil_gunshot_01.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.silenced.fire","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_sil_gunshot_01.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.handgun.gunshots.handgun.sil.gunshot.02","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_sil_gunshot_02.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.silenced.fire","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_sil_gunshot_02.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.handgun.gunshots.handgun.sil.gunshot.03","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_sil_gunshot_03.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.silenced.fire","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_sil_gunshot_03.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.handgun.gunshots.handgun.tail.01","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_tail_01.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.tail","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_tail_01.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.handgun.gunshots.handgun.tail.02","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_tail_02.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.handgun.tail","Assets/FreeWeaponSounds/Handgun/Gunshots/handgun_tail_02.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.shotgun.foley.shotgun.reload.chambering","Assets/FreeWeaponSounds/Shotgun/Foley/shotgun_reload_chambering.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.shotgun.reload","Assets/FreeWeaponSounds/Shotgun/Foley/shotgun_reload_chambering.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.shotgun.foley.shotgun.reload.slide.action","Assets/FreeWeaponSounds/Shotgun/Foley/shotgun_reload_slide_action.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.shotgun.reload","Assets/FreeWeaponSounds/Shotgun/Foley/shotgun_reload_slide_action.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.shotgun.foley.shotgun.weapon.equip","Assets/FreeWeaponSounds/Shotgun/Foley/shotgun_weapon_equip.wav","zw-audio-weapons","weapon_mechanical","catalogued source; direct runtime use not required"
"sfx.weapon.shotgun.equip","Assets/FreeWeaponSounds/Shotgun/Foley/shotgun_weapon_equip.wav","zw-audio-weapons","weapon_mechanical","weapon fire reload or tail"
"library.freeweaponsounds.shotgun.gunshots.shotgun.gunshot.01","Assets/FreeWeaponSounds/Shotgun/Gunshots/shotgun_gunshot_01.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.shotgun.fire","Assets/FreeWeaponSounds/Shotgun/Gunshots/shotgun_gunshot_01.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.shotgun.gunshots.shotgun.gunshot.02","Assets/FreeWeaponSounds/Shotgun/Gunshots/shotgun_gunshot_02.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.shotgun.fire","Assets/FreeWeaponSounds/Shotgun/Gunshots/shotgun_gunshot_02.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.shotgun.gunshots.shotgun.gunshot.03","Assets/FreeWeaponSounds/Shotgun/Gunshots/shotgun_gunshot_03.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.shotgun.fire","Assets/FreeWeaponSounds/Shotgun/Gunshots/shotgun_gunshot_03.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.shotgun.gunshots.shotgun.tail.01","Assets/FreeWeaponSounds/Shotgun/Gunshots/shotgun_tail_01.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.shotgun.tail","Assets/FreeWeaponSounds/Shotgun/Gunshots/shotgun_tail_01.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.freeweaponsounds.shotgun.gunshots.shotgun.tail.02","Assets/FreeWeaponSounds/Shotgun/Gunshots/shotgun_tail_02.wav","zw-audio-weapons","weapon_fire","catalogued source; direct runtime use not required"
"sfx.weapon.shotgun.tail","Assets/FreeWeaponSounds/Shotgun/Gunshots/shotgun_tail_02.wav","zw-audio-weapons","weapon_fire","weapon fire reload or tail"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.acid","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_acid.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.bubble","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_bubble.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.bullet","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_bullet.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.player.bomb.explode","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_bullet.wav","zw-audio-world","impact","gameplay SFX"
"sfx.prop.barrel.explode","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_bullet.wav","zw-audio-world","impact","destructible world prop"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.chargeup","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_chargeup.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.chargeup2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_chargeup2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.dark01","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_dark01.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.dark02","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_dark02.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.fireball","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_fireball.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.fireball2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_fireball2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.flash","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_flash.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.frost","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_frost.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.gas","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_gas.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.grenade","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_grenade.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.player.bomb.explode","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_grenade.wav","zw-audio-world","impact","gameplay SFX"
"sfx.prop.barrel.explode","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_grenade.wav","zw-audio-world","impact","destructible world prop"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.laser","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_laser.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.lava","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_lava.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.lightning","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_lightning.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.liquid","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_liquid.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.liquid2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_liquid2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.liquid3","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_liquid3.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.magic","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_magic.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.magic2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_magic2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.minimagic","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_minimagic.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.minimagic2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_minimagic2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.mystic","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_mystic.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.mystic02","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_mystic02.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.nuke","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_nuke.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.plasma","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_plasma.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.plasma2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_plasma2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.poisoncloud","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_poisoncloud.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.poof","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_poof.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.rocket","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_rocket.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.player.bomb.explode","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_rocket.wav","zw-audio-world","impact","gameplay SFX"
"sfx.prop.barrel.explode","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_rocket.wav","zw-audio-world","impact","destructible world prop"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.rocket2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_rocket2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.player.bomb.explode","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_rocket2.wav","zw-audio-world","impact","gameplay SFX"
"sfx.prop.barrel.explode","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_rocket2.wav","zw-audio-world","impact","destructible world prop"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.scan","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_scan.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.sharp","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_sharp.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.slime","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_slime.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.slime2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_slime2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.snow","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_snow.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.soul","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_soul.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.sparkle2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_sparkle2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.sparkle3","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_sparkle3.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.explosion.storm","Assets/ThirdParty/Epic Toon FX/Sound/etfx_explosion_storm.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.impact.metal01","Assets/ThirdParty/Epic Toon FX/Sound/etfx_impact_metal01.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.impact.metal02","Assets/ThirdParty/Epic Toon FX/Sound/etfx_impact_metal02.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.impact.metal03","Assets/ThirdParty/Epic Toon FX/Sound/etfx_impact_metal03.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.pop.balloon","Assets/ThirdParty/Epic Toon FX/Sound/etfx_pop_balloon.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"sfx.pickup.bomb","Assets/ThirdParty/Epic Toon FX/Sound/etfx_pop_balloon.wav","zw-audio-world","impact","pickup feedback"
"sfx.pickup.health","Assets/ThirdParty/Epic Toon FX/Sound/etfx_pop_balloon.wav","zw-audio-world","impact","pickup feedback"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.bubble","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_bubble.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.bubble2","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_bubble2.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.energy01","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_energy01.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.energy02","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_energy02.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.energy03","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_energy03.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
"library.thirdparty.epic.toon.fx.sound.etfx.shoot.energy04","Assets/ThirdParty/Epic Toon FX/Sound/etfx_shoot_energy04.wav","zw-audio-world","impact","catalogued source; direct runtime use not required"
