path	pack	name	tris	bx	by	bz	renderers	mats	shaders	hasGrip
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Pistol/Optic_Pistol_H.prefab	SeriesV4	Optic_Pistol_H	1586	0.0389	0.0699	0.0739	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Pistol/Optic_Pistol_I.prefab	SeriesV4	Optic_Pistol_I	850	0.0349	0.0454	0.0753	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_L.prefab	SeriesV4	Optic_Recon_L	2550	0.0813	0.1294	0.4256	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_M.prefab	SeriesV4	Optic_Recon_M	4520	0.0713	0.1463	0.5918	4	4	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_N.prefab	SeriesV4	Optic_Recon_N	4566	0.0900	0.1363	0.4888	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_O.prefab	SeriesV4	Optic_Recon_O	5048	0.0865	0.1206	0.4250	3	3	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_R.prefab	SeriesV4	Optic_Recon_R	6204	0.1000	0.1380	0.5138	3	3	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_S.prefab	SeriesV4	Optic_Recon_S	3340	0.0675	0.1677	0.4643	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_U.prefab	SeriesV4	Optic_Recon_U	3320	0.0821	0.1113	0.3705	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Side/Optic_X.prefab	SeriesV4	Optic_X	1280	0.1257	0.1145	0.0759	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Optics/Optics_Side/Optic_Y.prefab	SeriesV4	Optic_Y	1040	0.1289	0.1202	0.0605	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Stocks/Stock_A.prefab	SeriesV4	Stock_A	2126	0.0550	0.1613	0.2653	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Stocks/Stock_B.prefab	SeriesV4	Stock_B	2278	0.0500	0.1613	0.2522	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Stocks/Stock_C.prefab	SeriesV4	Stock_C	2704	0.0633	0.1785	0.3637	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Stocks/Stock_D.prefab	SeriesV4	Stock_D	2040	0.0550	0.1700	0.2338	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/Stocks/Stock_D_2.prefab	SeriesV4	Stock_D_2	2234	0.0550	0.1838	0.2338	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/Bayonets/Bayonet_A.prefab	SeriesV4	Bayonet_A	1238	0.0415	0.1019	0.3650	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/Bayonets/Bayonet_B.prefab	SeriesV4	Bayonet_B	1260	0.0325	0.0994	0.3680	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/Bayonets/Bayonet_C.prefab	SeriesV4	Bayonet_C	2176	0.0325	0.1110	0.3276	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/Bipods/Bipod_D.prefab	SeriesV4	Bipod_D	3340	0.1189	0.2540	0.0908	3	3	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/Bipods/Bipod_E.prefab	SeriesV4	Bipod_E	2606	0.1123	0.2590	0.0435	3	3	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AA.prefab	SeriesV4	ForwardGrip_AA	2676	0.0475	0.0913	0.0645	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AB.prefab	SeriesV4	ForwardGrip_AB	1420	0.0510	0.0900	0.0550	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AC.prefab	SeriesV4	ForwardGrip_AC	808	0.0535	0.1500	0.0900	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AD.prefab	SeriesV4	ForwardGrip_AD	696	0.0485	0.0515	0.0850	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AE.prefab	SeriesV4	ForwardGrip_AE	904	0.0575	0.1175	0.0560	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AF.prefab	SeriesV4	ForwardGrip_AF	1158	0.0460	0.1144	0.1057	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AG.prefab	SeriesV4	ForwardGrip_AG	2172	0.0540	0.1463	0.0600	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AG_Sand.prefab	SeriesV4	ForwardGrip_AG_Sand	2172	0.0540	0.1463	0.0600	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AH.prefab	SeriesV4	ForwardGrip_AH	1328	0.0490	0.1485	0.0705	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AH_Sand.prefab	SeriesV4	ForwardGrip_AH_Sand	1328	0.0490	0.1485	0.0705	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AI.prefab	SeriesV4	ForwardGrip_AI	1164	0.0465	0.1374	0.1122	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_AJ.prefab	SeriesV4	ForwardGrip_AJ	1756	0.0465	0.1263	0.1294	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_W.prefab	SeriesV4	ForwardGrip_W	574	0.0450	0.0865	0.0634	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_W_Sand.prefab	SeriesV4	ForwardGrip_W_Sand	574	0.0450	0.0865	0.0634	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_X.prefab	SeriesV4	ForwardGrip_X	916	0.0525	0.1613	0.0625	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_X_Sand.prefab	SeriesV4	ForwardGrip_X_Sand	916	0.0525	0.1613	0.0625	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_Y.prefab	SeriesV4	ForwardGrip_Y	576	0.0470	0.0903	0.0485	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_Z.prefab	SeriesV4	ForwardGrip_Z	1158	0.0500	0.0533	0.0665	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/MasterKeys/MasterKey_A.prefab	SeriesV4	MasterKey_A	4346	0.0636	0.2234	0.4832	7	7	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Attachments/UnderBarrels/MasterKeys/MasterKey_B.prefab	SeriesV4	MasterKey_B	2154	0.0550	0.1355	0.5814	3	3	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_A.prefab	SeriesV4	Bullet_A	172	0.0121	0.0140	0.0740	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_B.prefab	SeriesV4	Bullet_B	268	0.0121	0.0140	0.0720	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_Belt.prefab	SeriesV4	Bullet_Belt	104	0.0180	0.0160	0.0175	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_Belt_B.prefab	SeriesV4	Bullet_Belt_B	280	0.0180	0.0168	0.0308	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_C.prefab	SeriesV4	Bullet_C	196	0.0121	0.0140	0.0750	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_D.prefab	SeriesV4	Bullet_D	184	0.0120	0.0139	0.0652	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets/Bullet_E.prefab	SeriesV4	Bullet_E	208	0.0121	0.0140	0.0725	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Grenades/Bullets_Grenade_PreSet/Bullets_Grenade_D.prefab	SeriesV4	Bullets_Grenade_D	968	0.0348	0.0402	0.0683	4	4	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Grenades/Grenade_C.prefab	SeriesV4	Grenade_C	328	0.0351	0.0405	0.0652	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Grenades/Grenade_D.prefab	SeriesV4	Grenade_D	484	0.0348	0.0402	0.0683	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Pistol/Bullet_Pistol_A.prefab	SeriesV4	Bullet_Pistol_A	148	0.0116	0.0134	0.0323	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Pistol/Bullet_Pistol_B.prefab	SeriesV4	Bullet_Pistol_B	196	0.0116	0.0134	0.0323	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Pistol/Bullet_Pistol_C.prefab	SeriesV4	Bullet_Pistol_C	172	0.0116	0.0134	0.0330	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Pistol/Bullet_Pistol_D.prefab	SeriesV4	Bullet_Pistol_D	184	0.0116	0.0134	0.0323	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Pistol/Bullet_Pistol_E.prefab	SeriesV4	Bullet_Pistol_E	220	0.0116	0.0134	0.0330	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Recon/Bullet_Recon_A.prefab	SeriesV4	Bullet_Recon_A	184	0.0183	0.0211	0.1046	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Recon/Bullet_Recon_B.prefab	SeriesV4	Bullet_Recon_B	280	0.0183	0.0211	0.0979	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Recon/Bullet_Recon_C.prefab	SeriesV4	Bullet_Recon_C	208	0.0183	0.0211	0.1046	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Recon/Bullet_Recon_D.prefab	SeriesV4	Bullet_Recon_D	232	0.0183	0.0211	0.1029	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_Recon/Bullet_Recon_E.prefab	SeriesV4	Bullet_Recon_E	208	0.0183	0.0211	0.1036	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_A.prefab	SeriesV4	Bullet_ShotGun_A	164	0.0238	0.0275	0.0813	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_B.prefab	SeriesV4	Bullet_ShotGun_B	188	0.0238	0.0275	0.0813	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_C.prefab	SeriesV4	Bullet_ShotGun_C	476	0.0238	0.0275	0.0813	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_D.prefab	SeriesV4	Bullet_ShotGun_D	240	0.0238	0.0275	0.0813	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_E.prefab	SeriesV4	Bullet_ShotGun_E	236	0.0238	0.0275	0.0825	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullet_ShotGun_F.prefab	SeriesV4	Bullet_ShotGun_F	296	0.0226	0.0261	0.0813	1	1	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_ShotGun/Bullets_ShotGun_PreSet/Bullets_ShotGun_F.prefab	SeriesV4	Bullets_ShotGun_F	888	0.0226	0.0261	0.0813	3	3	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_SMG/Bullet_SMG_A.prefab	SeriesV4	Bullet_SMG_A	148	0.0133	0.0154	0.0330	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_SMG/Bullet_SMG_B.prefab	SeriesV4	Bullet_SMG_B	196	0.0133	0.0154	0.0330	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_SMG/Bullet_SMG_C.prefab	SeriesV4	Bullet_SMG_C	172	0.0133	0.0154	0.0343	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_SMG/Bullet_SMG_D.prefab	SeriesV4	Bullet_SMG_D	184	0.0133	0.0154	0.0338	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Bullets/Bullets_SMG/Bullet_SMG_E.prefab	SeriesV4	Bullet_SMG_E	208	0.0121	0.0140	0.0337	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/ClayMore_A.prefab	SeriesV4	ClayMore_A	2526	0.1375	0.1158	0.0444	3	3	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Flash Grenade_A.prefab	SeriesV4	Flash Grenade_A	2466	0.0881	0.2263	0.0528	6	6	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Frag_Grenade_A.prefab	SeriesV4	Frag_Grenade_A	1438	0.1205	0.1697	0.0859	4	4	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Impact Grenade_A.prefab	SeriesV4	Impact Grenade_A	948	0.0733	0.0734	0.0733	3	3	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Land Mine_A.prefab	SeriesV4	Land Mine_A	2146	0.1915	0.0589	0.1903	3	3	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Smoke Grenade_A.prefab	SeriesV4	Smoke Grenade_A	1326	0.0928	0.2079	0.0675	4	4	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/Grenades/Stun Grenade_A.prefab	SeriesV4	Stun Grenade_A	4646	0.0878	0.2263	0.0577	4	4	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/WeaponCases/WeaponCase_A.prefab	SeriesV4	WeaponCase_A	4720	1.5050	0.1650	0.6100	2	2	Standard	False
Assets/Low Poly Weapon Series V 4/Prefabs/Previous/WeaponCases/WeaponCase_B.prefab	SeriesV4	WeaponCase_B	2364	0.4975	0.1925	0.5763	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Down.prefab	ShotgunPack2	Rail_A_Down	184	0.0325	0.0120	0.1375	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Left.prefab	ShotgunPack2	Rail_A_Left	184	0.0120	0.0325	0.1375	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Right.prefab	ShotgunPack2	Rail_A_Right	184	0.0120	0.0325	0.1375	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Rails/Rail_A_Up.prefab	ShotgunPack2	Rail_A_Up	184	0.0325	0.0120	0.1375	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_A_Left.prefab	ShotgunPack2	Laser_A_Left	346	0.0387	0.0650	0.1275	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_A_Right.prefab	ShotgunPack2	Laser_A_Right	346	0.0387	0.0650	0.1275	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_B_Left.prefab	ShotgunPack2	Laser_B_Left	544	0.0387	0.0700	0.1325	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_B_Right.prefab	ShotgunPack2	Laser_B_Right	544	0.0387	0.0700	0.1325	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_C_Left.prefab	ShotgunPack2	Laser_C_Left	718	0.0338	0.0775	0.1013	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_C_Right.prefab	ShotgunPack2	Laser_C_Right	718	0.0338	0.0775	0.1013	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_D_Left.prefab	ShotgunPack2	Laser_D_Left	796	0.0413	0.0750	0.1250	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_D_Right.prefab	ShotgunPack2	Laser_D_Right	796	0.0413	0.0750	0.1250	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_G_Left.prefab	ShotgunPack2	Laser_G_Left	780	0.0337	0.0633	0.1018	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lasers/Laser_G_Right.prefab	ShotgunPack2	Laser_G_Right	780	0.0337	0.0633	0.1018	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_A_Left.prefab	ShotgunPack2	Light_A_Left	520	0.0564	0.0490	0.1875	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_A_Right.prefab	ShotgunPack2	Light_A_Right	520	0.0564	0.0490	0.1875	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_B_Left.prefab	ShotgunPack2	Light_B_Left	622	0.0446	0.0705	0.1375	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_B_Right.prefab	ShotgunPack2	Light_B_Right	622	0.0446	0.0705	0.1375	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_C_Left.prefab	ShotgunPack2	Light_C_Left	456	0.0275	0.0375	0.0613	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_C_Right.prefab	ShotgunPack2	Light_C_Right	456	0.0275	0.0375	0.0613	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_D_Left.prefab	ShotgunPack2	Light_D_Left	784	0.0612	0.0555	0.1525	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_D_Right.prefab	ShotgunPack2	Light_D_Right	784	0.0612	0.0555	0.1525	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_G_Left.prefab	ShotgunPack2	Light_G_Left	660	0.0375	0.0440	0.1700	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Accessories/Tatical Lights/Light_G_Right.prefab	ShotgunPack2	Light_G_Right	660	0.0375	0.0440	0.1700	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Flash Hider_A.prefab	ShotgunPack2	Muzzle_ShotGun_Flash Hider_A	280	0.0333	0.0385	0.0637	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Flash Hider_B.prefab	ShotgunPack2	Muzzle_ShotGun_Flash Hider_B	760	0.0450	0.0375	0.0825	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Shoke_A.prefab	ShotgunPack2	Muzzle_ShotGun_Shoke_A	168	0.0222	0.0256	0.0175	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Shoke_B.prefab	ShotgunPack2	Muzzle_ShotGun_Shoke_B	292	0.0350	0.0350	0.0875	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Suppresor_A.prefab	ShotgunPack2	Muzzle_ShotGun_Suppresor_A	331	0.0450	0.0875	0.3475	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Barrels/Muzzles_ShotGun/Muzzle_ShotGun_Suppresor_B.prefab	ShotgunPack2	Muzzle_ShotGun_Suppresor_B	1500	0.0450	0.0838	0.3175	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_A.prefab	ShotgunPack2	Optic_A	524	0.0450	0.0658	0.0756	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_B.prefab	ShotgunPack2	Optic_B	606	0.0500	0.0876	0.1300	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_C.prefab	ShotgunPack2	Optic_C	932	0.0645	0.1243	0.2020	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_D.prefab	ShotgunPack2	Optic_D	786	0.0512	0.0896	0.1600	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_E.prefab	ShotgunPack2	Optic_E	858	0.0600	0.0861	0.0881	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_F.prefab	ShotgunPack2	Optic_F	858	0.0550	0.1031	0.0900	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_G.prefab	ShotgunPack2	Optic_G	932	0.0575	0.0712	0.0438	4	4	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_H.prefab	ShotgunPack2	Optic_H	1798	0.0663	0.1461	0.1763	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_I.prefab	ShotgunPack2	Optic_I	1220	0.0600	0.0918	0.1175	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_J.prefab	ShotgunPack2	Optic_J	2128	0.0638	0.1347	0.1950	3	3	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_K.prefab	ShotgunPack2	Optic_K	1220	0.0667	0.1239	0.2097	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_L.prefab	ShotgunPack2	Optic_L	2052	0.0675	0.1008	0.2575	4	4	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_S.prefab	ShotgunPack2	Optic_S	1284	0.0588	0.1035	0.1675	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_T.prefab	ShotgunPack2	Optic_T	802	0.0775	0.0803	0.1498	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/Optics/Optic_U.prefab	ShotgunPack2	Optic_U	1130	0.0550	0.0638	0.0863	2	2	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_A.prefab	ShotgunPack2	ForwardGrip_A	352	0.0525	0.0775	0.1700	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_B.prefab	ShotgunPack2	ForwardGrip_B	284	0.0500	0.1050	0.0675	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_C.prefab	ShotgunPack2	ForwardGrip_C	352	0.0440	0.1550	0.0600	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_D.prefab	ShotgunPack2	ForwardGrip_D	624	0.0450	0.1150	0.0700	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_E.prefab	ShotgunPack2	ForwardGrip_E	488	0.0500	0.1638	0.0450	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_F.prefab	ShotgunPack2	ForwardGrip_F	450	0.0500	0.0700	0.1275	1	1	Standard	False
Assets/Low Poly ShotGun Weapon Pack 2/Prefabs/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_G.prefab	ShotgunPack2	ForwardGrip_G	386	0.0525	0.0563	0.0565	1	1	Standard	False
